customerID,phoneDescription,internetDescription
7094-MSZAO,Phone service,None
1522-VVDMG,Phone service,"Fiber optic with online backup, tech support, streaming tv"
6907-CQGPN,None,"DSL with online backup, tech support"
0780-XNZFN,Phone service,None
0239-OXEXL,Phone service with multiple lines,"Fiber optic with online security, online backup"
2675-IJRGJ,Phone service,None
7049-GKVZY,Phone service,"DSL with online security, online backup, tech support, streaming tv, streaming movies"
8577-QSOCG,Phone service,None
3721-CNZHX,Phone service,None
0212-ISBBF,None,"DSL with online backup, streaming tv, streaming movies"
9185-TQCVP,Phone service with multiple lines,Fiber optic with streaming movies
3585-YNADK,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv"
5271-DBYSJ,Phone service,Fiber optic with streaming movies
1099-GODLO,Phone service,None
6828-HMKWP,Phone service,None
5567-WSELE,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
1472-TNCWL,Phone service,"Fiber optic with online backup, streaming tv, streaming movies"
8063-RJYNF,Phone service,"Fiber optic with online security, streaming tv, streaming movies"
0687-ZVTHB,Phone service with multiple lines,"DSL with online security, online backup, device protection, streaming movies"
2080-GKCWQ,Phone service,Fiber optic with online backup
9661-ACXBS,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
2193-SFWQW,Phone service,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
5656-JAMLX,Phone service,None
3462-BJQQA,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
0442-TDYUO,Phone service,None
6733-LRIZX,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
9503-XJUME,Phone service,None
4367-NHWMM,None,DSL
3727-RJMEO,Phone service with multiple lines,Fiber optic with streaming tv
3779-OSWCF,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
6736-DHUQI,Phone service,"Fiber optic with online security, online backup, device protection"
3915-ODIYG,Phone service with multiple lines,"DSL with online security, online backup, streaming movies"
1360-RCYRT,None,DSL with tech support
2724-FJDYW,None,"DSL with device protection, tech support, streaming tv, streaming movies"
4451-RWASJ,Phone service,None
6646-VRFOL,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
3460-TJBWI,Phone service with multiple lines,None
5917-HBSDW,Phone service,None
5685-IIXLY,Phone service,"Fiber optic with online backup, streaming movies"
5671-UUNXD,Phone service with multiple lines,"Fiber optic with tech support, streaming tv, streaming movies"
0956-ACVZC,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
2325-NBPZG,Phone service,Fiber optic with online security
4250-ZBWLV,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
4482-FTFFX,Phone service,"DSL with device protection, tech support"
8859-DZTGQ,Phone service,None
0440-MOGPM,Phone service with multiple lines,"DSL with online backup, device protection, streaming tv, streaming movies"
0020-JDNXP,None,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
3752-CQSJI,Phone service,None
5025-GOOKI,Phone service,None
4698-KVLLG,Phone service,None
5095-AESKG,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
2887-JPYLU,Phone service,DSL
4770-QAZXN,Phone service,None
4896-CPRPF,Phone service with multiple lines,None
1871-MOWRM,Phone service,"Fiber optic with online security, tech support"
9714-EDSUC,Phone service,"Fiber optic with online security, online backup, tech support, streaming movies"
2027-OAQQC,None,"DSL with device protection, streaming tv, streaming movies"
0282-NVSJS,None,DSL with tech support
9090-SGQXL,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
6595-YGXIT,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
7353-YOWFP,Phone service,None
9835-ZIITK,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
8008-ESFLK,Phone service,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7537-CBQUZ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
1555-DJEQW,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
5649-TJHOV,None,DSL with streaming movies
0519-XUZJU,Phone service,Fiber optic
3363-EWLGO,Phone service,None
4750-UKWJK,Phone service,None
6338-AVWCY,None,"DSL with device protection, streaming tv"
1689-YQBYY,Phone service with multiple lines,Fiber optic
4487-ZYJZK,Phone service,None
2959-FENLU,Phone service,"Fiber optic with device protection, streaming movies"
0708-LGSMF,Phone service with multiple lines,"DSL with online security, streaming movies"
9253-QXKBE,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
7634-HLQJR,Phone service,None
0487-RPVUM,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv"
4079-ULGFR,Phone service,None
2516-XSJKX,Phone service,"DSL with online security, online backup, tech support, streaming tv, streaming movies"
0057-QBUQH,Phone service with multiple lines,None
9445-SZLCH,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv"
6599-SFQVE,Phone service,DSL with streaming movies
8331-ZXFOE,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support"
4003-FUSHP,Phone service,"DSL with tech support, streaming tv"
0356-ERHVT,Phone service,DSL
7325-ENZFI,None,"DSL with online security, online backup, tech support"
4884-ZTHVF,Phone service,"Fiber optic with online backup, streaming tv"
3920-HIHMQ,Phone service with multiple lines,DSL
3055-OYMSE,Phone service,Fiber optic with online backup
0613-WUXUM,Phone service,None
7568-PODML,None,"DSL with streaming tv, streaming movies"
4458-KVRBJ,Phone service with multiple lines,None
5349-IECLD,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
1397-XKKWR,None,"DSL with online security, device protection"
3945-GFWQL,Phone service,DSL
8097-OMULG,Phone service,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
6013-BHCAW,Phone service with multiple lines,"DSL with device protection, tech support, streaming tv, streaming movies"
0401-WDBXM,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
3387-PLKUI,Phone service,None
6096-EGVTU,Phone service with multiple lines,None
3797-VTIDR,None,DSL
5081-NWSUP,Phone service,"DSL with online backup, tech support, streaming movies"
2580-ATZSQ,Phone service,"DSL with online security, online backup, device protection"
8085-MSNLK,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
9691-HKOVS,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
9881-VCZEP,Phone service with multiple lines,DSL with online backup
9526-BIHHD,None,DSL with online security
8757-TFHHJ,Phone service,DSL with online security
4523-WXCEF,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
1468-DEFNC,Phone service with multiple lines,None
5119-KEPFY,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
8364-TRMMK,Phone service with multiple lines,DSL
0916-KNFAJ,Phone service with multiple lines,"DSL with online security, device protection, streaming movies"
8319-QBEHW,None,"DSL with online backup, streaming tv"
3063-QFSZL,Phone service,DSL with streaming movies
8775-LHDJH,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
9625-QNLUX,Phone service,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
3097-NQYSN,Phone service with multiple lines,Fiber optic with streaming tv
4024-CSNBY,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support"
7110-BDTWG,None,"DSL with device protection, tech support, streaming movies"
7493-GVFIO,Phone service,None
0690-SRQID,Phone service,None
9605-WGJVW,Phone service,Fiber optic
9114-DPSIA,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming movies"
4700-UBQMV,Phone service with multiple lines,"DSL with online security, streaming tv, streaming movies"
7711-GQBZC,Phone service with multiple lines,None
3565-UNOCC,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
4627-MIHJH,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
9795-NREXC,Phone service with multiple lines,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
8573-CGOCC,Phone service,None
7356-AYNJP,Phone service with multiple lines,None
9249-FXSCK,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
5493-SDRDQ,Phone service,"DSL with online security, device protection"
6286-SUUWT,Phone service,None
4819-HJPIW,None,DSL
8654-DHAOW,Phone service with multiple lines,DSL with online backup
5438-QMDDL,Phone service,"DSL with online backup, streaming movies"
9812-GHVRI,Phone service with multiple lines,Fiber optic with streaming movies
5553-AOINX,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
1228-ZLNBX,Phone service with multiple lines,Fiber optic
4226-KKDON,Phone service,"DSL with online backup, tech support, streaming tv"
3831-YCPUO,Phone service,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7445-WMRBW,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv"
3308-DGHKL,Phone service,None
9924-JPRMC,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
0080-EMYVY,Phone service,DSL with online backup
6218-KNUBD,Phone service,"DSL with online backup, streaming tv"
7337-CINUD,Phone service,None
7609-NRNCA,Phone service,None
0623-EJQEG,Phone service with multiple lines,"Fiber optic with online security, tech support, streaming movies"
7153-CHRBV,Phone service,"DSL with online security, device protection, tech support"
0871-URUWO,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
9190-MFJLN,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
6198-PNNSZ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
3317-VLGQT,Phone service,Fiber optic with streaming movies
4132-POCZS,None,"DSL with online security, streaming movies"
5614-DNZCE,Phone service,"DSL with online security, online backup, device protection, tech support"
1095-JUDTC,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv"
3896-RCYYE,None,"DSL with device protection, tech support, streaming tv, streaming movies"
9638-JIQYA,None,DSL
3258-SANFR,Phone service,DSL
3726-TBHQT,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3190-ITQXP,Phone service,None
0870-VEMYL,Phone service,"DSL with online security, tech support"
4833-QTJNO,Phone service with multiple lines,"Fiber optic with online security, online backup"
3039-MJSLN,Phone service,None
0178-CIIKR,Phone service,None
5385-SUIRI,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
3982-XWFZQ,Phone service with multiple lines,DSL
5774-QPLTF,Phone service,None
2322-VCZHZ,Phone service,"Fiber optic with online security, online backup, streaming movies"
5010-IPEAQ,None,"DSL with online security, online backup, device protection, tech support, streaming tv"
4009-ALQFH,Phone service,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
6383-ZTSIW,Phone service,"Fiber optic with online security, online backup, streaming tv, streaming movies"
8990-YOZLV,Phone service with multiple lines,"DSL with online security, online backup, tech support"
3069-SSVSN,None,DSL
5222-IMUKT,Phone service,"Fiber optic with streaming tv, streaming movies"
3627-FCRDW,Phone service,Fiber optic
7562-GSUHK,Phone service,"Fiber optic with online backup, device protection, streaming movies"
6685-XSHHU,Phone service,None
8901-UPRHR,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
4903-UYAVB,Phone service,None
0118-JPNOY,Phone service,"Fiber optic with online security, streaming tv"
6776-TLWOI,Phone service,None
3845-FXCYS,Phone service,None
5857-XRECV,Phone service,None
0725-CXOTM,Phone service with multiple lines,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
4343-EJVQB,Phone service,Fiber optic with online security
9000-PLFUZ,None,"DSL with online backup, streaming tv, streaming movies"
3427-GGZZI,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
7779-ORAEL,Phone service with multiple lines,"DSL with online security, device protection, tech support, streaming movies"
0644-OQMDK,Phone service,Fiber optic
4077-CROMM,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
3154-CFSZG,Phone service,"Fiber optic with online security, device protection, streaming movies"
2868-MZAGQ,Phone service,Fiber optic with streaming movies
4847-QNOKA,Phone service,DSL
2220-IAHLS,Phone service,None
1658-XUHBX,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
6379-RXJRQ,Phone service,Fiber optic
2378-HTWFW,Phone service with multiple lines,"Fiber optic with online security, streaming movies"
8650-RHRKE,None,DSL with device protection
4377-VDHYI,Phone service,"Fiber optic with online security, online backup, streaming movies"
0475-RIJEP,Phone service with multiple lines,Fiber optic with online backup
1260-TTRXI,Phone service,DSL with streaming movies
3719-TDVQB,Phone service,None
6328-ZPBGN,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
0201-MIBOL,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
4937-QPZPO,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
2925-VDZHY,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
6981-TDRFT,None,"DSL with device protection, tech support, streaming tv, streaming movies"
3413-CSSTH,Phone service with multiple lines,DSL with device protection
8033-VCZGH,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming tv, streaming movies"
4789-KWMXN,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
0224-NIJLP,Phone service,None
7542-CYDDM,Phone service,None
4718-WXBGI,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2867-UIMSS,Phone service,Fiber optic with streaming movies
8495-PRWFH,Phone service with multiple lines,DSL with device protection
0439-IFYUN,Phone service,Fiber optic with online backup
5716-LIBJC,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
2868-LLSKM,Phone service with multiple lines,"Fiber optic with online backup, tech support"
8111-RKSPX,Phone service with multiple lines,Fiber optic
2988-QRAJY,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
1585-MQSSU,Phone service,DSL with tech support
0071-NDAFP,Phone service with multiple lines,None
2856-NNASM,Phone service,"Fiber optic with streaming tv, streaming movies"
7328-ZJAJO,Phone service,None
6458-CYIDZ,Phone service,"Fiber optic with online security, online backup"
8559-CIZFV,Phone service with multiple lines,"DSL with online security, online backup, tech support, streaming tv"
1090-PYKCI,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv"
3058-WQDRE,None,DSL
7547-EKNFS,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv"
2279-AXJJK,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming movies"
6769-DYBQN,Phone service,"Fiber optic with online security, streaming movies"
0909-SELIE,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming movies"
3417-TSCIC,None,DSL
1042-HFUCW,Phone service,"DSL with online backup, tech support"
4439-JMPMT,Phone service,"Fiber optic with tech support, streaming tv"
6537-OTKMY,None,"DSL with device protection, streaming tv, streaming movies"
8999-EXMNO,Phone service,None
6725-TPKJO,Phone service,None
2446-BEGGB,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
7162-WPHPM,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support"
1599-MMYRQ,Phone service,"Fiber optic with online security, online backup"
8821-KVZKQ,None,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
1496-GGSUK,None,DSL
6434-TTGJP,None,"DSL with online security, online backup, device protection, tech support, streaming movies"
0042-JVWOJ,Phone service,None
0130-SXOUN,Phone service with multiple lines,"Fiber optic with online backup, streaming movies"
2575-GFSOE,Phone service,Fiber optic
2330-PQGDQ,Phone service with multiple lines,"Fiber optic with online backup, tech support"
1452-UZOSF,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv"
2097-YVPKN,Phone service with multiple lines,None
2842-JTCCU,Phone service,DSL
8597-CTXVJ,Phone service with multiple lines,"DSL with online security, online backup, tech support"
6631-HMANX,Phone service with multiple lines,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
9962-BFPDU,Phone service,None
3296-SILRA,Phone service,Fiber optic with online backup
9681-OXGVC,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
6394-HHHZM,Phone service,None
5995-LFTLE,Phone service with multiple lines,None
5180-UCIIQ,None,"DSL with online security, streaming movies"
1932-UEDCX,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
7153-OANIO,Phone service,Fiber optic
5188-HGMLP,Phone service with multiple lines,Fiber optic
0665-XHDJU,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
6521-YYTYI,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
8878-HMWBV,Phone service,DSL with device protection
8265-HKSOW,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming movies"
3544-FBCAS,Phone service with multiple lines,"DSL with online security, online backup, device protection, streaming tv, streaming movies"
5331-RGMTT,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
4759-PXTAN,Phone service with multiple lines,"DSL with online backup, tech support, streaming tv, streaming movies"
7054-DMVAS,Phone service,"DSL with online security, online backup, streaming tv"
3428-MMGUB,Phone service with multiple lines,"Fiber optic with device protection, streaming tv"
6549-BTYPG,None,"DSL with online backup, device protection, tech support, streaming tv, streaming movies"
7823-JSOAG,Phone service with multiple lines,Fiber optic
3705-RHRFR,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
9374-YOLBJ,Phone service,None
9074-KGVOX,None,"DSL with online security, streaming tv"
6128-DAFVY,None,"DSL with streaming tv, streaming movies"
9933-QRGTX,Phone service,"Fiber optic with online security, tech support, streaming tv, streaming movies"
4476-OSWTN,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
3751-KTZEL,None,DSL with streaming movies
1977-STDKI,Phone service,Fiber optic with online backup
5066-GFJMM,Phone service,None
2661-GKBTK,Phone service,"DSL with online backup, tech support, streaming tv, streaming movies"
0458-HEUZG,None,"DSL with device protection, tech support"
7268-WNTCP,Phone service,None
0824-VWDPO,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming movies"
8409-WQJUX,None,"DSL with device protection, tech support, streaming tv, streaming movies"
2578-JQPHZ,Phone service,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
3278-FSIXX,Phone service,DSL
5813-UECBU,Phone service with multiple lines,"Fiber optic with online backup, device protection"
0328-GRPMV,Phone service,Fiber optic
9746-UGFAC,Phone service,None
2946-KIQSP,None,"DSL with device protection, tech support"
0625-AFOHS,Phone service,None
6726-WEXXK,Phone service with multiple lines,"Fiber optic with online security, device protection"
4636-OLWOE,Phone service,"DSL with online backup, device protection, tech support"
4342-HENTK,Phone service,Fiber optic
4685-ERGHK,Phone service with multiple lines,Fiber optic with streaming tv
0885-HMGPY,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support"
5003-OKNNK,Phone service,None
4195-SMMNX,Phone service,None
7208-PSIHR,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
4012-ZTHBR,Phone service,DSL
0489-WMEMG,Phone service,DSL with tech support
7435-ZNUYY,Phone service,None
1354-YZFNB,Phone service,None
6956-SMUCM,Phone service,"Fiber optic with online security, device protection, streaming tv, streaming movies"
2985-FMWYF,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
2812-ENYMO,None,"DSL with online security, tech support, streaming tv, streaming movies"
2717-HVIZY,Phone service,None
3223-WZWJM,Phone service with multiple lines,Fiber optic with streaming movies
3422-GALYP,Phone service with multiple lines,Fiber optic with online backup
9053-JZFKV,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
2530-ENDWQ,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
2890-WFBHU,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming movies"
0327-WFZSY,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
7977-HXJKU,Phone service,None
6615-ZGEDR,Phone service,None
7033-CLAMM,Phone service,None
4023-RTIQM,None,"DSL with online security, online backup, device protection, streaming movies"
0864-FVJNJ,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
7356-IWLFW,Phone service with multiple lines,Fiber optic with online backup
9541-PWTWO,Phone service with multiple lines,"DSL with device protection, tech support, streaming tv, streaming movies"
3967-VQOGC,Phone service with multiple lines,None
7872-RDDLZ,Phone service with multiple lines,DSL with online backup
9250-WYPLL,Phone service with multiple lines,Fiber optic
6308-CQRBU,Phone service with multiple lines,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
2754-XBHTB,Phone service,Fiber optic with streaming tv
1597-LHYNC,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming movies"
0186-CAERR,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
3043-SUDUA,Phone service,None
5442-BHQNG,Phone service,Fiber optic
2169-RRLFW,Phone service with multiple lines,None
5872-OEQNH,None,"DSL with online security, device protection, streaming movies"
3162-KKZXO,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
7055-VKGDA,Phone service,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
0754-UKWQP,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
8873-GLDMH,Phone service with multiple lines,Fiber optic
5696-JVVQY,Phone service,"DSL with online security, online backup, device protection, streaming movies"
8946-BFWSG,Phone service with multiple lines,None
7493-TPUWZ,Phone service with multiple lines,Fiber optic with online backup
0547-HURJB,Phone service,None
8904-OPDCK,None,DSL
8845-LWKGE,Phone service,"DSL with device protection, tech support, streaming tv"
1577-HKTFG,Phone service,None
8752-STIVR,Phone service,Fiber optic with streaming tv
0691-NIKRI,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
5022-JNQEQ,Phone service,Fiber optic with tech support
4558-FANTW,Phone service,"Fiber optic with online security, tech support, streaming tv"
3249-VHRIP,None,"DSL with online backup, device protection, streaming movies"
3736-BLEPA,Phone service,"Fiber optic with online backup, tech support, streaming tv"
4701-LKOZD,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv, streaming movies"
6603-QWSPR,Phone service,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
9921-QFQUL,Phone service with multiple lines,"Fiber optic with device protection, streaming movies"
1929-ZCBHE,None,"DSL with online security, device protection, tech support"
4378-MYPGO,Phone service,"Fiber optic with online security, online backup, device protection, streaming tv, streaming movies"
8651-ENBZX,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
4129-LYCOI,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
7798-JVXYM,Phone service,"DSL with tech support, streaming tv, streaming movies"
8647-SDTWQ,Phone service with multiple lines,Fiber optic
2696-ECXKC,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
2081-KJSQF,Phone service,None
7623-TRNQN,Phone service,DSL with tech support
3323-CPBWR,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv"
9330-IJWIO,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
3384-CTMSF,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
0902-RFHOF,Phone service,None
9286-DOJGF,Phone service with multiple lines,Fiber optic
6048-QBXKL,Phone service with multiple lines,DSL with online backup
9661-MHUMO,Phone service,DSL with tech support
7718-RXDGG,Phone service,Fiber optic
1025-FALIX,Phone service,Fiber optic
3451-VAWLI,Phone service,None
3407-QGWLG,Phone service,None
1842-EZJMK,Phone service with multiple lines,"Fiber optic with online backup, tech support, streaming tv, streaming movies"
2347-WKKAE,Phone service with multiple lines,"Fiber optic with online security, device protection, streaming movies"
8735-DCXNF,Phone service,"DSL with online security, tech support"
3214-IYUUQ,Phone service,"Fiber optic with online security, online backup, tech support, streaming movies"
1936-UAFEH,Phone service with multiple lines,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
3587-PMCOY,Phone service,"Fiber optic with online security, device protection, streaming tv, streaming movies"
8079-XRJRS,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection"
1027-LKKQQ,Phone service,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
7148-XZPHA,Phone service,"Fiber optic with online backup, tech support"
8073-IJDCM,Phone service,None
5309-TAIKL,Phone service,"DSL with device protection, tech support, streaming movies"
6856-RAURS,Phone service with multiple lines,Fiber optic
8778-LMWTJ,Phone service,Fiber optic with online security
9717-IOAAF,Phone service with multiple lines,None
8884-ADFVN,Phone service with multiple lines,"Fiber optic with device protection, streaming tv, streaming movies"
2845-KDHVX,Phone service,"DSL with online backup, device protection, tech support, streaming movies"
0848-SOMKO,None,"DSL with online security, device protection, tech support, streaming movies"
2720-WGKHP,Phone service with multiple lines,"Fiber optic with streaming tv, streaming movies"
6734-FQAJX,Phone service,"Fiber optic with online security, online backup, tech support, streaming tv, streaming movies"
2869-ADAWR,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
1535-VTJOQ,Phone service with multiple lines,None
6368-TZZDT,Phone service,None
0943-ZQPXH,Phone service,"Fiber optic with device protection, streaming tv, streaming movies"
1293-BSEUN,Phone service,None
9894-EZEWG,Phone service,Fiber optic with online backup
1302-TPUBN,Phone service,None
7851-FLGGQ,None,"DSL with online backup, tech support, streaming movies"
0637-UBJRP,Phone service,"Fiber optic with online security, streaming movies"
0940-OUQEC,Phone service with multiple lines,Fiber optic with online backup
2378-VTKDH,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
0927-CNGRH,Phone service,None
8608-OZTLB,Phone service,"DSL with online security, online backup, device protection, tech support, streaming tv"
2335-GSODA,None,"DSL with online security, device protection, tech support"
1952-DVVSW,Phone service,None
0702-PGIBZ,Phone service with multiple lines,"Fiber optic with online backup, streaming tv, streaming movies"
6656-GULJQ,Phone service with multiple lines,"DSL with online security, device protection, tech support, streaming tv, streaming movies"
9853-JFZDU,Phone service,"DSL with online backup, tech support"
1963-VAUKV,Phone service,None
3777-XROBG,Phone service,None
6994-FGRHH,Phone service,"Fiber optic with online backup, device protection, tech support, streaming tv, streaming movies"
4000-VGMQP,Phone service with multiple lines,"DSL with online backup, device protection, streaming tv, streaming movies"
3999-WRNGR,None,"DSL with online backup, streaming tv, streaming movies"
3466-RITXD,Phone service with multiple lines,"Fiber optic with online security, online backup, streaming tv"
2680-XKKNJ,Phone service,"DSL with online security, online backup, tech support"
3058-HJCUY,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
2974-GGUXS,Phone service with multiple lines,"Fiber optic with online backup, streaming tv"
7994-XIRTR,Phone service,"DSL with device protection, tech support, streaming movies"
3259-FDWOY,Phone service with multiple lines,"Fiber optic with online backup, device protection, streaming tv, streaming movies"
2101-RANCD,Phone service with multiple lines,Fiber optic
7921-BEPCI,Phone service with multiple lines,"DSL with online security, online backup"
0807-ZABDG,Phone service,"DSL with online security, tech support"
8510-TMWYB,Phone service with multiple lines,"DSL with online backup, device protection"
3258-ZKPAI,Phone service with multiple lines,"Fiber optic with online security, online backup, device protection, tech support, streaming tv, streaming movies"
1428-IEDPR,Phone service with multiple lines,"Fiber optic with online security, device protection, tech support, streaming tv, streaming movies"
5298-GSTLM,Phone service with multiple lines,"Fiber optic with online security, streaming tv, streaming movies"
4450-YOOHP,None,"DSL with device protection, streaming tv, streaming movies"
6728-CZFEI,Phone service,DSL with streaming tv
5748-RNCJT,Phone service with multiple lines,"Fiber optic with device protection, tech support, streaming tv, streaming movies"
3653-NCRDJ,Phone service,None
6121-TNHBO,Phone service with multiple lines,"DSL with online security, online backup, device protection, tech support, streaming tv"
