customerID,subscriptionDescription,contractDescription,TotalCharges
1527-SXDPN,Was subscribed for 52 months at a monthly cost of 96.25,Two year Bank transfer (automatic) paperless billing,4990.25
6029-WTIPC,Was subscribed for 37 months at a monthly cost of 101.1,Month-to-month Electronic check paperless billing,3744.05
8634-CILSZ,Was subscribed for 69 months at a monthly cost of 104.7,One year Bank transfer (automatic) paperless billing,7220.35
5419-JKZNQ,Is subscribed for 30 months at a monthly cost of 77.9,Month-to-month Mailed check,2351.45
2495-KZNFB,Is subscribed for 33 months at a monthly cost of 90.65,Month-to-month Electronic check paperless billing,2989.6
1409-PHXTF,Is subscribed for 54 months at a monthly cost of 110.45,Two year Electronic check paperless billing,6077.75
4560-WQAQW,Is subscribed for 59 months at a monthly cost of 68.7,One year Bank transfer (automatic),4070.95
9591-YVTEB,Is subscribed for 55 months at a monthly cost of 44.85,Month-to-month Electronic check paperless billing,2479.05
9309-BZGNT,Is subscribed for 69 months at a monthly cost of 29.8,One year Credit card (automatic) paperless billing,2134.3
4274-DRSQT,Is subscribed for 66 months at a monthly cost of 88.9,One year Bank transfer (automatic) paperless billing,6000.1
2027-DNKIV,Is subscribed for 37 months at a monthly cost of 58.75,One year Mailed check paperless billing,2203.1
8075-GXIUB,Is subscribed for 9 months at a monthly cost of 19.85,One year Credit card (automatic),183.15
2885-HIJDH,Is subscribed for 69 months at a monthly cost of 86.9,Two year Bank transfer (automatic),6194.1
5424-RLQLC,Is subscribed for 10 months at a monthly cost of 59.65,Month-to-month Mailed check paperless billing,638.95
6682-QJDGB,Was subscribed for 40 months at a monthly cost of 55.25,Month-to-month Mailed check paperless billing,2139.2
6507-DTJZV,Is subscribed for 13 months at a monthly cost of 66.4,Month-to-month Credit card (automatic),831.75
8780-IXSTS,Was subscribed for 6 months at a monthly cost of 90.1,Month-to-month Electronic check paperless billing,521.3
7673-BQGKU,Is subscribed for 69 months at a monthly cost of 20.15,Two year Bank transfer (automatic),1337.5
6723-WSNTY,Is subscribed for 66 months at a monthly cost of 108.1,One year Credit card (automatic) paperless billing,7181.95
9530-EHPOH,Was subscribed for 11 months at a monthly cost of 53.75,Month-to-month Electronic check,608
2725-IWWBA,Is subscribed for 46 months at a monthly cost of 56.9,One year Mailed check,2560.1
0345-HKJVM,Was subscribed for 6 months at a monthly cost of 89.3,Month-to-month Electronic check,577.6
1061-PNTHC,Is subscribed for 56 months at a monthly cost of 109.6,Month-to-month Mailed check paperless billing,5953
0394-YONDK,Is subscribed for 70 months at a monthly cost of 25.15,Two year Credit card (automatic),1790.15
6574-MCOEH,Is subscribed for 33 months at a monthly cost of 79.15,One year Electronic check paperless billing,2531.4
7399-QHBJS,Is subscribed for 72 months at a monthly cost of 66.75,Two year Credit card (automatic),4760.3
3049-SOLAY,Was subscribed for 3 months at a monthly cost of 95.2,Month-to-month Electronic check paperless billing,292.85
0997-YTLNY,Is subscribed for 19 months at a monthly cost of 48.8,Month-to-month Mailed check,953.65
3317-HRTNN,Was subscribed for 5 months at a monthly cost of 45.7,Month-to-month Electronic check,198
9479-HYNYL,Is subscribed for 71 months at a monthly cost of 80.7,Two year Credit card (automatic) paperless billing,5705.05
3235-ETOOB,Was subscribed for 8 months at a monthly cost of 74.5,Month-to-month Electronic check paperless billing,609.9
9708-KFDBY,Is subscribed for 1 months at a monthly cost of 20.55,Month-to-month Credit card (automatic),20.55
8058-INTPH,Was subscribed for 1 months at a monthly cost of 79.65,Month-to-month Electronic check paperless billing,79.65
3642-GKTCT,Is subscribed for 61 months at a monthly cost of 115.1,One year Mailed check paperless billing,6993.65
0774-RMNUW,Is subscribed for 71 months at a monthly cost of 59.7,Two year Bank transfer (automatic),4122.65
1334-PDUKM,Is subscribed for 68 months at a monthly cost of 86.45,One year Credit card (automatic),5762.95
0756-MPZRL,Is subscribed for 46 months at a monthly cost of 33.7,One year Credit card (automatic),1537.85
2242-MFOTG,Is subscribed for 33 months at a monthly cost of 80.1,One year Bank transfer (automatic),2603.3
2927-CVULT,Is subscribed for 53 months at a monthly cost of 104.05,Two year Bank transfer (automatic) paperless billing,5566.4
2144-BFDSO,Is subscribed for 50 months at a monthly cost of 108.75,Month-to-month Bank transfer (automatic),5431.9
8745-PVESG,Is subscribed for 57 months at a monthly cost of 41.1,One year Credit card (automatic) paperless billing,2258.25
7647-GYYKX,Is subscribed for 54 months at a monthly cost of 20.35,Two year Bank transfer (automatic) paperless billing,1092.35
5647-FXOTP,Is subscribed for 60 months at a monthly cost of 105.9,Month-to-month Electronic check paperless billing,6401.25
5569-OUICF,Was subscribed for 28 months at a monthly cost of 101.3,Month-to-month Credit card (automatic) paperless billing,2812.2
8821-XNHVZ,Was subscribed for 1 months at a monthly cost of 80.05,Month-to-month Mailed check paperless billing,80.05
2082-OJVTK,Was subscribed for 29 months at a monthly cost of 89.2,Month-to-month Electronic check paperless billing,2698.35
9700-ISPUP,Is subscribed for 10 months at a monthly cost of 65.5,Month-to-month Electronic check paperless billing,616.9
9839-ETQOE,Is subscribed for 43 months at a monthly cost of 40.45,Month-to-month Electronic check paperless billing,1912.85
6078-VESFR,Is subscribed for 13 months at a monthly cost of 70.45,Month-to-month Bank transfer (automatic),849.1
9027-TMATR,Is subscribed for 43 months at a monthly cost of 78.8,Two year Electronic check paperless billing,3460.3
5940-NFXKV,Was subscribed for 19 months at a monthly cost of 83.65,Month-to-month Electronic check paperless billing,1465.75
1941-HOSAM,Is subscribed for 1 months at a monthly cost of 90.1,Month-to-month Electronic check paperless billing,90.1
9110-HSGTV,Is subscribed for 69 months at a monthly cost of 82.45,Two year Credit card (automatic) paperless billing,5555.3
0704-VCUMB,Is subscribed for 61 months at a monthly cost of 20.25,Two year Credit card (automatic),1278.8
6171-ZTVYB,Is subscribed for 43 months at a monthly cost of 66.25,Month-to-month Bank transfer (automatic),2907.35
8053-WWDRO,Was subscribed for 6 months at a monthly cost of 19.5,Month-to-month Bank transfer (automatic),146.3
9564-KCLHR,Was subscribed for 1 months at a monthly cost of 51.25,Month-to-month Mailed check,51.25
1935-IMVBB,Is subscribed for 56 months at a monthly cost of 89.7,Month-to-month Mailed check,4952.95
2535-PBCGC,Is subscribed for 70 months at a monthly cost of 64.55,Two year Bank transfer (automatic),4504.9
2082-CEFLT,Was subscribed for 1 months at a monthly cost of 45.6,Month-to-month Electronic check paperless billing,45.6
1470-PSXNM,Is subscribed for 49 months at a monthly cost of 93.65,One year Electronic check paperless billing,4520.15
1213-NGCUN,Was subscribed for 6 months at a monthly cost of 49.65,Month-to-month Bank transfer (automatic) paperless billing,267.35
2498-XLDZR,Is subscribed for 32 months at a monthly cost of 73.6,Two year Mailed check,2316.85
9866-OCCKE,Is subscribed for 72 months at a monthly cost of 109.75,Two year Mailed check paperless billing,8075.35
5338-YHWYT,Is subscribed for 37 months at a monthly cost of 61.45,Two year Credit card (automatic),2302.35
7718-UPSKJ,Is subscribed for 69 months at a monthly cost of 106.4,One year Credit card (automatic) paperless billing,7251.9
8731-WBBMB,Is subscribed for 26 months at a monthly cost of 81.9,Month-to-month Bank transfer (automatic),2078.55
1448-CYWKC,Is subscribed for 58 months at a monthly cost of 105.2,One year Credit card (automatic) paperless billing,6225.4
7901-IIDQV,Is subscribed for 24 months at a monthly cost of 54.6,One year Bank transfer (automatic),1242.25
2690-DVRVK,Is subscribed for 5 months at a monthly cost of 20.55,One year Electronic check,99.45
5688-KZTSN,Was subscribed for 15 months at a monthly cost of 20.0,Month-to-month Electronic check paperless billing,288.05
1270-XKUCC,Is subscribed for 30 months at a monthly cost of 19.7,Two year Mailed check,599.25
0334-ZFJSR,Is subscribed for 55 months at a monthly cost of 66.05,One year Credit card (automatic) paperless billing,3462.1
2894-QOJRX,Was subscribed for 25 months at a monthly cost of 34.0,Month-to-month Bank transfer (automatic) paperless billing,853
5747-PMBSQ,Was subscribed for 10 months at a monthly cost of 92.5,Month-to-month Mailed check paperless billing,934.1
5583-EJXRD,Is subscribed for 44 months at a monthly cost of 54.05,Two year Credit card (automatic) paperless billing,2375.2
4565-EVZMJ,Is subscribed for 47 months at a monthly cost of 58.9,One year Mailed check paperless billing,2813.05
3143-JQEGI,Was subscribed for 13 months at a monthly cost of 88.35,Month-to-month Electronic check,1222.8
6386-SZZKH,Was subscribed for 49 months at a monthly cost of 107.95,Two year Bank transfer (automatic) paperless billing,5293.2
3327-YBAKM,Is subscribed for 64 months at a monthly cost of 96.9,One year Mailed check paperless billing,6314.35
9441-QHEVC,Is subscribed for 1 months at a monthly cost of 19.1,Month-to-month Mailed check,19.1
6705-LNMDD,Is subscribed for 20 months at a monthly cost of 50.0,Month-to-month Mailed check,1003.05
2580-ASVVY,Is subscribed for 37 months at a monthly cost of 45.4,Two year Electronic check,1593.1
3370-GQEAL,Is subscribed for 30 months at a monthly cost of 85.45,Month-to-month Electronic check,2509.95
5032-USPKF,Is subscribed for 38 months at a monthly cost of 84.1,One year Bank transfer (automatic),3187.65
2982-IHMFT,Was subscribed for 1 months at a monthly cost of 74.45,Month-to-month Mailed check paperless billing,74.45
3521-SYVOR,Was subscribed for 37 months at a monthly cost of 64.75,Month-to-month Electronic check paperless billing,2345.2
4254-QPEDE,Is subscribed for 52 months at a monthly cost of 66.25,Two year Credit card (automatic),3330.1
6283-GITPX,Is subscribed for 71 months at a monthly cost of 76.9,Two year Credit card (automatic) paperless billing,5522.7
9526-JAWYF,Was subscribed for 26 months at a monthly cost of 89.8,Month-to-month Electronic check,2335.3
0771-CHWSK,Is subscribed for 66 months at a monthly cost of 74.6,Two year Credit card (automatic) paperless billing,4798.4
9788-HNGUT,Is subscribed for 72 months at a monthly cost of 116.95,Two year Credit card (automatic) paperless billing,8594.4
9495-REDIY,Is subscribed for 25 months at a monthly cost of 40.65,One year Credit card (automatic) paperless billing,970.55
5375-XLDOF,Is subscribed for 69 months at a monthly cost of 114.35,Two year Bank transfer (automatic) paperless billing,7665.8
1172-VIYBP,Is subscribed for 53 months at a monthly cost of 69.7,Two year Bank transfer (automatic),3686.05
5649-VUKMC,Was subscribed for 12 months at a monthly cost of 95.5,One year Mailed check,1115.15
6559-PDZLR,Is subscribed for 26 months at a monthly cost of 98.65,Month-to-month Electronic check paperless billing,2537
8992-OBVDG,Is subscribed for 21 months at a monthly cost of 61.65,Month-to-month Mailed check,1393.6
4273-MBHYA,Is subscribed for 1 months at a monthly cost of 89.35,Month-to-month Electronic check paperless billing,89.35
4724-WXVWF,Is subscribed for 48 months at a monthly cost of 95.4,Month-to-month Electronic check paperless billing,4445.3
5701-GUXDC,Is subscribed for 26 months at a monthly cost of 35.4,One year Credit card (automatic),978.6
1460-UZPRJ,Is subscribed for 60 months at a monthly cost of 19.95,Two year Mailed check,1258.15
6082-GLJIX,Is subscribed for 18 months at a monthly cost of 19.25,Month-to-month Mailed check,331.35
5143-EGQFK,Was subscribed for 10 months at a monthly cost of 29.65,Month-to-month Electronic check paperless billing,291.4
4919-IKATY,Was subscribed for 5 months at a monthly cost of 84.5,Month-to-month Electronic check paperless billing,453.75
2495-TTHBQ,Is subscribed for 4 months at a monthly cost of 20.4,One year Mailed check paperless billing,84.75
0485-ZBSLN,Is subscribed for 65 months at a monthly cost of 24.75,Two year Credit card (automatic),1715.1
3810-PJUHR,Is subscribed for 70 months at a monthly cost of 25.35,Two year Mailed check,1715.15
9050-QLROH,Was subscribed for 18 months at a monthly cost of 90.7,Month-to-month Credit card (automatic) paperless billing,1597.25
0847-HGRML,Is subscribed for 62 months at a monthly cost of 20.0,Two year Bank transfer (automatic),1250.1
8232-CTLKO,Is subscribed for 66 months at a monthly cost of 59.75,Two year Electronic check paperless billing,3996.8
9227-YBAXE,Is subscribed for 65 months at a monthly cost of 82.5,Two year Bank transfer (automatic) paperless billing,5215.1
6168-WFVVF,Was subscribed for 3 months at a monthly cost of 70.3,Month-to-month Electronic check paperless billing,235.5
9860-LISIZ,Is subscribed for 34 months at a monthly cost of 20.35,Month-to-month Mailed check,673.2
0112-QAWRZ,Is subscribed for 16 months at a monthly cost of 90.8,Month-to-month Bank transfer (automatic) paperless billing,1442.2
0877-SDMBN,Was subscribed for 54 months at a monthly cost of 103.95,One year Bank transfer (automatic) paperless billing,5639.05
2786-GCDPI,Is subscribed for 50 months at a monthly cost of 104.95,Month-to-month Electronic check paperless billing,5222.35
4043-MKDTV,Is subscribed for 71 months at a monthly cost of 105.25,Two year Electronic check paperless billing,7291.75
8065-YKXKD,Was subscribed for 10 months at a monthly cost of 74.75,Month-to-month Electronic check paperless billing,799.65
9637-EIHEQ,Was subscribed for 1 months at a monthly cost of 50.8,Month-to-month Electronic check paperless billing,50.8
9229-RQABD,Is subscribed for 18 months at a monthly cost of 23.75,One year Mailed check,424.5
8313-KTIHG,Is subscribed for 4 months at a monthly cost of 61.3,Month-to-month Electronic check paperless billing,249.4
5320-BRKGK,Is subscribed for 58 months at a monthly cost of 75.8,Two year Mailed check,4415.75
6284-KMNUF,Is subscribed for 56 months at a monthly cost of 98.0,One year Electronic check paperless billing,5270.6
9689-PTNPG,Was subscribed for 2 months at a monthly cost of 80.25,Month-to-month Electronic check paperless billing,144.55
9465-RWMXL,Was subscribed for 32 months at a monthly cost of 78.9,Month-to-month Electronic check paperless billing,2447.95
6229-UOLQL,Is subscribed for 56 months at a monthly cost of 52.0,One year Mailed check paperless billing,2884.9
2362-IBOOY,Was subscribed for 36 months at a monthly cost of 84.75,Month-to-month Electronic check paperless billing,3050.15
3137-LUPIX,Is subscribed for 4 months at a monthly cost of 64.4,Month-to-month Mailed check paperless billing,253
0843-WTBXE,Was subscribed for 53 months at a monthly cost of 85.45,Month-to-month Bank transfer (automatic),4517.25
6143-JQKEA,Is subscribed for 10 months at a monthly cost of 45.8,Month-to-month Credit card (automatic) paperless billing,436.2
8676-OOQEJ,Is subscribed for 4 months at a monthly cost of 30.5,Month-to-month Electronic check,118.4
5515-IDEJJ,Was subscribed for 1 months at a monthly cost of 19.9,Month-to-month Mailed check,19.9
9701-CDXHR,Is subscribed for 51 months at a monthly cost of 69.15,Month-to-month Mailed check,3649.6
7450-NWRTR,Was subscribed for 12 months at a monthly cost of 99.45,Month-to-month Electronic check paperless billing,1200.15
8124-NZVGJ,Is subscribed for 6 months at a monthly cost of 49.25,One year Mailed check paperless billing,255.6
2162-FRZAA,Is subscribed for 63 months at a monthly cost of 39.35,Two year Bank transfer (automatic),2395.05
5376-DEQCP,Was subscribed for 1 months at a monthly cost of 70.6,Month-to-month Electronic check paperless billing,70.6
5118-MUEYH,Is subscribed for 48 months at a monthly cost of 105.1,Month-to-month Credit card (automatic) paperless billing,5083.55
9095-HFAFX,Was subscribed for 5 months at a monthly cost of 81.0,Month-to-month Credit card (automatic) paperless billing,389.6
5627-TVBPP,Is subscribed for 35 months at a monthly cost of 20.1,One year Credit card (automatic) paperless billing,644.5
2379-ENZGV,Was subscribed for 6 months at a monthly cost of 84.85,Month-to-month Electronic check paperless billing,523.5
3936-QQFLL,Is subscribed for 2 months at a monthly cost of 19.75,Month-to-month Mailed check,39.3
2589-AYCRP,Is subscribed for 50 months at a monthly cost of 19.75,One year Bank transfer (automatic),989.05
4067-HLYQI,Is subscribed for 33 months at a monthly cost of 70.4,Month-to-month Bank transfer (automatic) paperless billing,2406.1
5124-EOGYE,Is subscribed for 31 months at a monthly cost of 20.45,Two year Mailed check,638.55
5057-RKGLH,Is subscribed for 9 months at a monthly cost of 20.35,Two year Mailed check,191.1
0292-WEGCH,Is subscribed for 54 months at a monthly cost of 86.2,Month-to-month Electronic check paperless billing,4524.05
8910-ICHIU,Is subscribed for 46 months at a monthly cost of 95.65,One year Credit card (automatic) paperless billing,4664.2
4097-YODCF,Is subscribed for 34 months at a monthly cost of 103.8,One year Electronic check paperless billing,3470.8
9715-WZCLW,Is subscribed for 71 months at a monthly cost of 97.2,Two year Electronic check paperless billing,6910.3
9786-YWNHU,Is subscribed for 63 months at a monthly cost of 63.55,Two year Mailed check,4014.2
6407-GSJNL,Is subscribed for 51 months at a monthly cost of 24.95,Two year Bank transfer (automatic),1288
6005-OBZPH,Was subscribed for 26 months at a monthly cost of 89.15,Month-to-month Electronic check paperless billing,2277.65
4049-ZPALD,Is subscribed for 64 months at a monthly cost of 99.0,Two year Bank transfer (automatic) paperless billing,6375.8
7932-WPTDS,Was subscribed for 1 months at a monthly cost of 24.8,Month-to-month Electronic check paperless billing,24.8
3733-UOCWF,Is subscribed for 61 months at a monthly cost of 85.55,One year Bank transfer (automatic) paperless billing,5251.75
6833-JMZYP,Is subscribed for 15 months at a monthly cost of 94.0,Month-to-month Credit card (automatic) paperless billing,1505.45
2722-VOJQL,Was subscribed for 64 months at a monthly cost of 105.65,One year Credit card (automatic) paperless billing,6903.1
1310-QRITU,Is subscribed for 18 months at a monthly cost of 50.3,Month-to-month Electronic check paperless billing,913.3
8961-QDZZJ,Is subscribed for 57 months at a monthly cost of 95.0,One year Electronic check paperless billing,5535.8
9715-SBVSU,Is subscribed for 14 months at a monthly cost of 61.4,Two year Bank transfer (automatic) paperless billing,815.55
8490-BXHEO,Is subscribed for 18 months at a monthly cost of 80.55,Month-to-month Credit card (automatic) paperless billing,1411.65
7173-TETGO,Is subscribed for 72 months at a monthly cost of 78.5,Two year Bank transfer (automatic),5602.25
7929-SKFGK,Is subscribed for 70 months at a monthly cost of 114.3,Two year Credit card (automatic),8244.3
2300-RQGOI,Is subscribed for 38 months at a monthly cost of 20.05,Two year Mailed check,741.5
3563-SVYLG,Is subscribed for 68 months at a monthly cost of 62.65,Two year Credit card (automatic),4375.8
5228-EXCET,Was subscribed for 13 months at a monthly cost of 80.85,Month-to-month Electronic check paperless billing,1008.7
6435-VWCCY,Is subscribed for 65 months at a monthly cost of 92.7,Two year Credit card (automatic) paperless billing,5968.4
4998-IKFSE,Is subscribed for 30 months at a monthly cost of 100.45,Month-to-month Electronic check,3096.9
8630-QSGXK,Is subscribed for 51 months at a monthly cost of 75.2,Two year Bank transfer (automatic) paperless billing,3901.25
2455-USLMV,Is subscribed for 31 months at a monthly cost of 84.75,Month-to-month Credit card (automatic) paperless billing,2613.4
7394-FKDNK,Was subscribed for 9 months at a monthly cost of 89.45,Month-to-month Electronic check,853.1
9488-FVZCC,Is subscribed for 72 months at a monthly cost of 79.5,Two year Bank transfer (automatic) paperless billing,5661.7
6331-LWDTQ,Was subscribed for 10 months at a monthly cost of 72.15,Month-to-month Credit card (automatic) paperless billing,794.25
5995-WWKKG,Is subscribed for 37 months at a monthly cost of 19.8,One year Electronic check paperless billing,695.05
1597-FZREH,Was subscribed for 2 months at a monthly cost of 76.4,Month-to-month Electronic check,160.8
7879-CGSFV,Is subscribed for 55 months at a monthly cost of 100.9,One year Mailed check paperless billing,5552.05
9921-EZKBY,Is subscribed for 33 months at a monthly cost of 95.3,Month-to-month Bank transfer (automatic) paperless billing,3275.15
7432-FFVAR,Is subscribed for 46 months at a monthly cost of 90.95,One year Bank transfer (automatic),4236.6
7246-ZGQDF,Is subscribed for 1 months at a monthly cost of 54.5,Month-to-month Electronic check,54.5
7000-WCEVQ,Was subscribed for 20 months at a monthly cost of 61.6,Month-to-month Mailed check paperless billing,1174.35
0727-IWKVK,Was subscribed for 9 months at a monthly cost of 79.9,Month-to-month Electronic check paperless billing,741.7
5959-BELXA,Was subscribed for 32 months at a monthly cost of 96.15,Month-to-month Credit card (automatic) paperless billing,3019.25
4456-RHSNB,Is subscribed for 19 months at a monthly cost of 49.6,Month-to-month Bank transfer (automatic) paperless billing,962.9
3512-IZIKN,Was subscribed for 70 months at a monthly cost of 65.3,Two year Credit card (automatic),4759.75
2481-SBOYW,Is subscribed for 61 months at a monthly cost of 25.0,Two year Credit card (automatic) paperless billing,1498.35
7109-MFBYV,Is subscribed for 26 months at a monthly cost of 45.45,Month-to-month Electronic check,1233.15
1833-TCXKK,Is subscribed for 45 months at a monthly cost of 107.75,Month-to-month Bank transfer (automatic) paperless billing,4882.8
1832-PEUTS,Is subscribed for 62 months at a monthly cost of 89.1,Two year Credit card (automatic) paperless billing,5411.65
6141-OOXUQ,Was subscribed for 1 months at a monthly cost of 19.65,Month-to-month Mailed check,19.65
8660-BUETV,Is subscribed for 3 months at a monthly cost of 44.75,Month-to-month Mailed check,148.05
0580-PIQHM,Is subscribed for 41 months at a monthly cost of 101.6,One year Bank transfer (automatic) paperless billing,3930.55
5696-CEIQJ,Is subscribed for 67 months at a monthly cost of 103.15,Two year Bank transfer (automatic),6895.5
7503-ZGUZJ,Was subscribed for 1 months at a monthly cost of 84.65,Month-to-month Mailed check paperless billing,84.65
1696-HXOWK,Is subscribed for 71 months at a monthly cost of 95.65,One year Mailed check,6856.95
3026-ATZYV,Is subscribed for 37 months at a monthly cost of 75.1,One year Bank transfer (automatic),2658.8
4012-YCFAI,Is subscribed for 60 months at a monthly cost of 61.35,Two year Mailed check paperless billing,3766.2
2506-TNFCO,Was subscribed for 1 months at a monthly cost of 69.55,Month-to-month Electronic check paperless billing,69.55
9970-QBCDA,Is subscribed for 6 months at a monthly cost of 19.7,Month-to-month Credit card (automatic),129.55
8718-PTMEZ,Was subscribed for 13 months at a monthly cost of 31.05,Month-to-month Electronic check paperless billing,347.25
9496-IVVRP,Is subscribed for 11 months at a monthly cost of 51.0,Month-to-month Bank transfer (automatic),581.7
2207-OBZNX,Was subscribed for 7 months at a monthly cost of 51.0,Month-to-month Mailed check paperless billing,354.05
2657-VPXTA,Is subscribed for 10 months at a monthly cost of 88.85,Month-to-month Electronic check paperless billing,929.45
6551-VLJMV,Is subscribed for 34 months at a monthly cost of 20.05,Two year Credit card (automatic),679
1221-GHZEP,Is subscribed for 62 months at a monthly cost of 65.1,Two year Mailed check paperless billing,3846.75
9289-LBQVU,Is subscribed for 64 months at a monthly cost of 70.15,One year Mailed check paperless billing,4480.7
6142-VSJQO,Was subscribed for 1 months at a monthly cost of 44.35,Month-to-month Bank transfer (automatic) paperless billing,44.35
3458-IDMFK,Is subscribed for 25 months at a monthly cost of 20.75,Two year Mailed check paperless billing,499.4
6933-FHBZC,Is subscribed for 26 months at a monthly cost of 56.05,One year Mailed check paperless billing,1553.2
0221-NAUXK,Is subscribed for 10 months at a monthly cost of 19.95,One year Bank transfer (automatic) paperless billing,219.5
9770-KXGQU,Is subscribed for 53 months at a monthly cost of 98.6,One year Mailed check,5311.85
6437-UKHMV,Was subscribed for 7 months at a monthly cost of 79.7,Month-to-month Electronic check paperless billing,586.05
6538-POCHL,Is subscribed for 33 months at a monthly cost of 79.0,Month-to-month Credit card (automatic) paperless billing,2576.8
6726-NNFWD,Is subscribed for 71 months at a monthly cost of 89.45,Two year Credit card (automatic),6435.25
3002-WQZWT,Is subscribed for 29 months at a monthly cost of 74.2,Month-to-month Electronic check paperless billing,1993.25
4277-UDIEF,Is subscribed for 24 months at a monthly cost of 81.0,Month-to-month Bank transfer (automatic),1923.85
1208-NBVFH,Is subscribed for 20 months at a monthly cost of 49.6,Month-to-month Electronic check paperless billing,939.8
4912-PIGUY,Is subscribed for 1 months at a monthly cost of 84.6,Month-to-month Electronic check paperless billing,84.6
1114-CENIM,Was subscribed for 54 months at a monthly cost of 55.0,Month-to-month Credit card (automatic) paperless billing,3092.65
6060-DRTNL,Was subscribed for 5 months at a monthly cost of 84.85,Month-to-month Mailed check paperless billing,415.55
2725-TTRIQ,Is subscribed for 72 months at a monthly cost of 84.2,Two year Bank transfer (automatic) paperless billing,5986.55
3374-TTZTK,Is subscribed for 52 months at a monthly cost of 106.3,Two year Electronic check paperless billing,5487
8990-ZXLSU,Is subscribed for 9 months at a monthly cost of 69.05,Month-to-month Electronic check,651.5
2275-RBYQS,Is subscribed for 1 months at a monthly cost of 45.4,Month-to-month Mailed check paperless billing,45.4
8473-VUVJN,Was subscribed for 1 months at a monthly cost of 73.65,Month-to-month Electronic check paperless billing,73.65
6289-CPNLD,Was subscribed for 33 months at a monthly cost of 73.9,One year Mailed check paperless billing,2405.05
5536-SLHPM,Was subscribed for 55 months at a monthly cost of 77.75,Month-to-month Electronic check paperless billing,4458.15
4419-UJMUS,Is subscribed for 69 months at a monthly cost of 99.35,Two year Electronic check paperless billing,6856.45
7794-JASDG,Is subscribed for 1 months at a monthly cost of 50.75,Month-to-month Mailed check paperless billing,50.75
7609-YBPXG,Is subscribed for 54 months at a monthly cost of 87.1,Two year Bank transfer (automatic),4735.2
5519-TEEUH,Is subscribed for 33 months at a monthly cost of 20.15,One year Mailed check paperless billing,682.15
7856-GANIL,Is subscribed for 45 months at a monthly cost of 98.7,One year Bank transfer (automatic) paperless billing,4525.8
0804-XBFBV,Is subscribed for 11 months at a monthly cost of 25.2,Month-to-month Electronic check,321.05
2676-OXPPQ,Is subscribed for 6 months at a monthly cost of 55.7,Month-to-month Bank transfer (automatic) paperless billing,335.65
3703-TTEPD,Is subscribed for 21 months at a monthly cost of 65.35,Month-to-month Bank transfer (automatic),1424.4
2799-TSLAG,Is subscribed for 65 months at a monthly cost of 25.3,Two year Bank transfer (automatic) paperless billing,1748.55
0196-VULGZ,Was subscribed for 6 months at a monthly cost of 84.35,Month-to-month Electronic check paperless billing,474.9
8837-VVWLQ,Was subscribed for 8 months at a monthly cost of 84.95,Month-to-month Electronic check,668.4
2696-NARTR,Was subscribed for 11 months at a monthly cost of 73.85,Month-to-month Electronic check paperless billing,926.25
2208-NKVVH,Is subscribed for 43 months at a monthly cost of 24.25,Two year Mailed check,1077.95
7614-QVWQL,Was subscribed for 49 months at a monthly cost of 51.8,One year Bank transfer (automatic) paperless billing,2541.25
1976-CFOCS,Was subscribed for 1 months at a monthly cost of 46.0,Month-to-month Electronic check,46
4631-OACRM,Was subscribed for 15 months at a monthly cost of 79.4,Month-to-month Electronic check paperless billing,1156.1
7139-JZFVG,Is subscribed for 60 months at a monthly cost of 60.5,Two year Bank transfer (automatic),3694.45
4987-GQWPO,Is subscribed for 17 months at a monthly cost of 25.1,Month-to-month Credit card (automatic),382.8
3755-JBMNH,Was subscribed for 16 months at a monthly cost of 71.8,Month-to-month Bank transfer (automatic) paperless billing,1167.8
1757-TCATG,Is subscribed for 35 months at a monthly cost of 20.05,One year Bank transfer (automatic),746.75
6345-ULYRW,Was subscribed for 44 months at a monthly cost of 88.4,One year Mailed check,3912.9
4776-XSKYQ,Is subscribed for 12 months at a monthly cost of 30.25,One year Credit card (automatic),368.85
8048-DSDFQ,Is subscribed for 1 months at a monthly cost of 20.2,Month-to-month Mailed check,20.2
5753-QQWPW,Is subscribed for 28 months at a monthly cost of 59.9,One year Electronic check paperless billing,1654.7
6010-DDPPW,Is subscribed for 70 months at a monthly cost of 25.15,Two year Bank transfer (automatic),1940.85
1809-DMJHQ,Was subscribed for 5 months at a monthly cost of 46.0,Month-to-month Mailed check,221.7
6693-FRIRW,Is subscribed for 18 months at a monthly cost of 101.3,Month-to-month Credit card (automatic),1794.65
6586-MYGKD,Is subscribed for 70 months at a monthly cost of 76.95,Two year Credit card (automatic) paperless billing,5289.8
3173-NVMPX,Is subscribed for 9 months at a monthly cost of 55.3,Month-to-month Mailed check paperless billing,501.2
0248-PGHBZ,Is subscribed for 67 months at a monthly cost of 92.45,Two year Bank transfer (automatic) paperless billing,6140.85
0623-GDISB,Is subscribed for 1 months at a monthly cost of 48.45,Month-to-month Bank transfer (automatic) paperless billing,48.45
2892-GESUL,Is subscribed for 18 months at a monthly cost of 19.35,Two year Mailed check,309.25
6923-EFPNL,Was subscribed for 4 months at a monthly cost of 51.75,Month-to-month Credit card (automatic),201.1
7472-EQOAV,Is subscribed for 71 months at a monthly cost of 86.7,One year Bank transfer (automatic) paperless billing,6179.35
9574-RKJIF,Was subscribed for 30 months at a monthly cost of 94.4,Month-to-month Electronic check paperless billing,2838.7
